"8","Afan Surprise Major","-345-45-5-36.4-4.5-4-1LH1","mx"
"8","Affpuddle Treble Bob Major","-34-1-56-1-234-1.56.4.56.3LH2","c"
"6","Affric Treble Bob Minor","3-34.1-25-1-2-5LH4","4z"
"6","Afon Fathew Bob Minor","5.45.2.3.234.5LH2","f"
"6","Afon Rheidol Bob Minor","345.45.2.3.2.5LH2","2z"
"8","Afula Surprise Major","56-56.47-7-36.2-2.5.234-234.7LH2","f"
"8","Agasod Bob Major","34567.456-367.34.345-7LH2","2z"
"6","Agate Delight Minor","-5-1-25-3.2-4.3LH2","2z"
"8","Ageratum Surprise Major","-3-4-2-3.4-4.3.4-56.7LH2","b"
"6","Aggies Treble Place Minor","-34-4-2-1-25-5LH2","f"
"8","Agra Surprise Major","-5-6-56-36.4-4.3.4.56.4.5LH1","k"
"8","Agra Cantt Junction Bob Major","34567.4567.27.36-2345-7LH2","2z"
"8","Agra Fort Platform 1 Bob Major","-4-236.2.25.3456.7LH2","f"
"8","Agra Fort Platform 2 Bob Major","34567.4567.27.36.34.25.3456.7LH2","2z"
"8","Agran Dhulgaon Bob Major","7.4.7.2367-5-7LH2","2z"
"8","Agrippa Delight Major","-3-4.5.2-1-4-1-2-1LH2","b"
"8","Agsauli Bob Major","-4.256.36.34.2345.56.7LH2","2z"
"8","Ahalyapur Bob Major","34.456.256.36.34.25.56.7LH2","2z"
"8","Ahar Surprise Major","7.56.7.456.7-7.36.2-2.5.234-234.7LH2","f"
"8","Ahirauli Halt Bob Major","34.4.27.367-25.23456.7LH2","2z"
"8","Ahju Bob Major","7.47-236.2.5-7LH2","f"
"6","Aida Delight Minor","5-3.4-2-1-34-5LH4","4z"
"8","Aileen's Little Bob Major","-1-1-1.7LH2","b"
"6","Ailsa Bay Treble Place Minor","-3-45-2-1-25-5LH2","f"
"6","Ailsa Craig Surprise Minor","3-5.4.5-2.3.2-4.5LH4","4z"
"6","Ainderby Bob Minor","-45.2.3-5LH4","4z"
"8","Aintree Surprise Major","-3-4-56-6.34-4.5.2-2.5LH2","f"
"8","Aipe Delight Major","-3-4-5-6.34-34.1.34.56-7LH2","b"
"6","Air Delight Minor","-5-45-2-1.34-4.5LH1","6z"
"8","Air Surprise Major","-5-4.5-5.36-4-23-456-3LH2","b"
"8","Aire Surprise Major","34-5.4-2-23-4-25-456-3LH1","mx"
"8","Aisa Delight Major","-3-4-5-6.34-34.1.56-34.7LH1","g"
"6","Aish Tor Delight Minor","3-3.1-2-3-2-1LH2","f"
"8","Aistersheim Delight Major","-3-4-5-6.34-34.1.34-56.7LH2","b"
"6","Aith Bob Minor","-45.5.1.34.5LH4","4z"
"8","Ajgain Bob Major","-47.56.236.2.345.256.7LH2","2z"
"8","Ajib Surprise Major","7.56.7.456.7-7.36.2-234.5.2-234.7LH2","f"
"8","Akeman Bob Major","-4.56.3.4.3.56.3LH2","a"
"14","Akenfield Alliance Fourteen","-5-4.5-5.36.47.58.69.70.8.9.0-0.E.0-0-0.ELH1","j1"
"8","Ako Surprise Major","7-567.4.567-7.36.2-234.5.2-234.7LH2","f"
"8","Alabum Surprise Major","-5-4.5-2.36-4-45-4.56.3LH1","mx"
"8","Alamein Delight Major","-3-4-25-236-4-1-56-7LH2","b"
"6","Alamein Surprise Minor","34-3.4-5-3.4-2.3LH2","2z"
"8","Alan's 70th Birthday Little Alliance Major","-45-25-4LH1","mx"
"8","Alauna Surprise Major","56-56.4.5-2.3-2-5.36.2-1LH1","mx"
"10","Albanian Surprise Royal","-3-4-5-6-7-8-2-3-4-9LH2","b"
"12","Albanian Surprise Maximus","-3-4-5-6-7-8-29-30-4-5-6-ELH2","b"
"6","Albany Surprise Minor","-3-4-2-3.234.4-5LH2","b"
"6","Albany Road Treble Place Minor","-34-1-2-1.34.25.34.5LH1","h"
"7","Albatross Bob Triples","56.1.7.3.7.5.7LH2","q"
"6","Albatross Treble Bob Minor","5-34.1-5-1.34-2.5LH2","2z"
"8","Albert Road Surprise Major","-5-4.5.2.5.36-2-5-2.34.1LH1","mx"
"8","Albi Surprise Major","7-567.4.567-7.36-2-25.34-34.7LH2","f"
"8","Albiniano Delight Major","-5-4.5-56.3-34-1-34-3LH1","mx"
"6","Albion Treble Bob Minor","-34-1-5-1-4-5LH2","2z"
"8","Albion Treble Bob Major","56-56.1.56-56.1.34-34.1.34-34.1LH2","a"
"8","Albion Little Treble Bob Major","56-56.1.56-56.4LH2","e"
"10","Albion Treble Bob Royal","56-56.1.56-56.1.34-34.1.34-34.1.34-34.1LH2","a"
"10","Albion Little Treble Bob Royal","56-56.1.56-56.4LH2","e"
"12","Albion Treble Bob Maximus","56-56.1.56-56.1.34-34.1.34-34.1.34-34.1.34-34.1LH2","a"
"12","Albion Little Treble Bob Maximus","56-56.1.56-56.4LH2","e"
"6","Albion Delight Bob Minor","-4-3-5LH4","4z"
"8","Alburgh Bob Major","-6-36.4.5.36.1LH1","mx"
"9","Alburgh Bob Caters","9.1.7.1.7.3.4.5.36.1.36.5.4.3.7.1.7.1","mx"
"6","Albury Alliance Minor","-4-1.34-4.3LH1","g"
"8","Alcombe Surprise Major","-3-4-56-23-2-5-456-5LH2","f"
"8","Alconbury Surprise Major","36-56.4.5-2.3.2-4.5.4.36.4.7LH1","l"
"8","Alcuin College Surprise Major","36-56.4.5-5.36.2-4.5-6-5LH2","a"
"11","Aldborough Bob Cinques","3.1.58.1.7.8.349.1.36.47.E.9.E.47.36.1.349.8.7.1.58.1","f"
"7","Aldbourne Bob Triples","34.1.7.23.7.25.7LH2","p"
"8","Aldbourne Surprise Major","-3-6-2-36-2-5-56-5LH2","e"
"8","Aldbury Surprise Major","34-5.4-2-3-2-5.4-4.5LH2","a"
"12","Aldebaran Surprise Maximus","58.9.58.4.9.58.9.36.4.70.4.30.9.36.9.70.4.58.4.9.58.4.58.1LH1","j"
"8","Aldeburgh Treble Bob Major","34-36.1-56-1-34-1.36-56.1LH1","mx"
"8","Aldenham Delight Major","3-3.6-56-1-34-45-236-7LH2","a"
"10","Aldenham Surprise Royal","-3-4-5-36-347-58-6-5-8-9LH2","b"
"12","Aldenham Surprise Maximus","-3-4-5-36-347-58-69-70-8-7-0-ELH2","b"
"8","Aldenham Surprise Major","-3-4-5-36-34-3-6-7LH2","b"
"6","Alderbourne Alliance Minor","-1-2-23-2-3LH2","f"
"6","Alderbourne Delight Minor","34-34.1-2-23-2-3LH2","f"
"8","Alderbury Bob Major","36.1.56.3-345.6.3LH2","b"
"8","Alderbury Delight Major","5-34.1-56-1-2-5-34-1LH2","b"
"8","Alderbury Surprise Major","-3-4-56-3.2-2.5-456-5LH2","f"
"10","Aldergrove Surprise Royal","34-5.4-2-3.2-7.58.6-6.7-6-1LH1","mx"
"6","Alderley Treble Bob Minor","-5-1-5-1.34-34.1LH1","6z"
"8","Aldermary Surprise Major","-56-4-2-3-4-3-6-3LH1","l"
"8","Aldermaston Delight Major","56-56.1-5-6-2-23-4-7LH2","b"
"8","Aldermaston Surprise Major","-3-6-2-36-2-5-56.34.5LH2","e"
"8","Aldermaston Manor Delight Major","-5-4.5-5.36-2-1-3456-5LH1","g"
"8","Alderney Surprise Major","-36-4-5-36-4-5-236-7LH2","b"
"6","Alderney Treble Place Minor","-34-4-1-45-3-3LH2","b"
"8","Aldersgate Surprise Major","56-5.4-5-36.4-4.5-4-5LH2","a"
"8","Aldershot Surprise Major","-5-6-5-36.4-34.5-4-1LH2","f"
"8","Alderton Bob Major","3456.1-1-25.34.1LH1","g"
"5","Alderton Place Doubles","5.4.5.23.34.1.2.4.5.1","s"
"5","Alderton Alliance Doubles","34.1.2.23.3.23.5LH2","p"
"6","Alderton Delight Minor","3-5.4-5-1-2-5LH2","2z"
"10","Alderton Surprise Royal","-5-4-56-36-4-5-4-345-2-5LH2","f"
"7","Aldewarke Bob Triples","345.1.56.3.7.25.7LH2","p"
"6","Aldgate Bob Minor","34.45.5.23.34.5LH25","256z"
"8","Aldgate Surprise Major","-3-456-5-236-4-5-6-5LH2","b"
"6","Aldgate East Bob Minor","-45-3-5LH25","256z"
"5","Aldingbourne Differential Doubles","5.1.3.5.3.5.3.4.3.5.34.5.3.4.3.5.3.5.3.1","z"
"8","Aldingbourne Castle Delight Major","-5-6-2-36-2-1-4-5LH2","f"
"6","Aldington Pleasure Bob Minor","-1-3-1LH2","2z"
"7","Aldington Pleasure Bob Triples","3.1.7.1.7.3.7.1.7.3.7.1.7.1","z"
"8","Aldridge Surprise Major","-5-6-56-36-4-45-6-7LH2","d"
"6","Aldrin Surprise Minor","-34-4-5-3.2-2.5LH2","a"
"10","Aldsworth Surprise Royal","-36-4-2-3-2-3-4-3.6-6.9LH2","b"
"10","Aldwark Surprise Royal","5-5.4-5-3-34-5.4-4.5.34-4.5LH2","a"
"8","Aldwarke Surprise Major","-3-45-2-3-34-45-2-3LH2","f"
"10","Aldwick Bob Royal","-45-23-3-23-3LH1","l"
"8","Aldwickbury Delight Major","-3-4-25-6-4-1-4-7LH2","b"
"5","Aldwincle Bob Doubles","5.1.5.3.34.1.2.1.3.2","q"
"10","Aldwincle Surprise Royal","3-3.4-2-3-4-3-6-3.6-2.9LH2","f"
"5","Aldwinkle Bob Doubles","3.4.2.3.2.3.5.4.3.2","p"
"6","Alexandra Surprise Minor","3-5.4-5-23-4-3LH2","f"
"8","Alexandria Surprise Major","-36-456-5-36-4-3-2-3LH2","b"
"8","Alexandrite Surprise Major","3-5.4-2-23-2-3-4-3LH2","f"
"6","Alf Delight Minor","-5-4-25-1.34-34.5LH2","2z"
"6","Alfold Surprise Minor","3-5.4-2-23-34-1LH2","b"
"6","Alford Alliance Minor","-4-2-3-34-5LH1","l"
"8","Alford Delight Major","-3-4-2-36-4-1-6-1LH2","b"
"8","Alford Surprise Major","34.5.34.6-2-6.34-34.5-4-1LH2","c"
"6","Alfriston Delight Minor","34-34.1-5-3-4-1LH2","b"
"6","Algarkirk Bob Minor","3.4.2.3-5LH2","a"
"6","Algarkirk Alliance Minor","-1-2-1-34-3LH1","h"
"5","Algarkirk Differential Doubles","1.3.2.3.1.3.1.3.5.1LH2","25z"
"8","Algo Surprise Major","-7-456-567-36-2-25.34-34.7LH2","f"
"8","Alice Surprise Major","-3-4-25-6-2-3.4-36.7LH2","b"
"6","Alice Holt Forest Surprise Minor","34-5.4.5-2.3.2-34.1LH1","6z"
"8","Aliganj Bob Major","7.456.567.36-345.56.7LH2","f"
"10","Aligarh Surprise Royal","-3-456-2-6-34-45-4-7-58-7LH2","f"
"8","Alinoe Surprise Major","56-56.4-5-36-2-5.4-2.3LH1","mx"
"8","Alisonian Surprise Major","3-56.4.56-2.3.4-4.5.4-236.7LH2","f"
"6","All Angels Treble Place Minor","-3-45-3-23-3-3LH2","2z"
"8","All Cannings Bob Major","36.1.56.3-3.456.3LH1","g"
"5","All Cannings Alliance Doubles","34.1.2.3.23.3.5LH2","p"
"6","All Fools Delight Minor","-3-4-2-1.34-2.3LH2","2z"
"8","All Fools' Surprise Major","-3-4-2-23-4-3.56.34.56.7LH2","b"
"5","All Hallows Place Doubles","5.1.5.23.34LH1","1z"
"6","All Right Delight Minor","-5-1-5-23-34-3LH2","f"
"5","All Saints Place Doubles","34.1.5.1.5LH23","23z"
"10","All Saints Delight Royal","-5-6-2-1-4-45-6-7-6-7LH2","c1"
"6","All Square Surprise Minor","3-5.4-5-3-34-1LH2","b"
"8","Allahabad Junction Bob Major","567.4-367.34.345.56.7LH2","2z"
"8","Allan Surprise Major","-3-4-25-6-34-23-236-5LH2","f"
"6","Allantotoxiam Bob Minor","-4.2.23-5-23.2.4.5.2","z"
"10","Allbrook Surprise Royal","-34-4-2-3-34-8-36-3-78-1LH2","e"
"10","Allemthorne Alliance Royal","3-3.4-2-3.4-4.5.6-6.7.4-4.58-9LH2","f"
"8","Allendale Delight Major","-3-4-25-6-2-1-56-5LH2","c"
"6","Allendale Surprise Minor","-34-4-2-3.2-2.3LH2","a"
"8","Allendale Surprise Major","-34-4-2-3.2-2.3.2-2.3LH2","a"
"8","Allenheads Surprise Major","-3-4-56-36.4-34.5.6-256.7LH2","d"
"8","Allerton Bob Major","-4-236.2.5.2.7LH2","f"
"6","Allerton Bob Minor","-4-23.2.5LH2","f"
"6","Allesley Alliance Minor","34.1-3.4-2.5LH2","e"
"8","Allesley Surprise Major","-3-4-5-6-34-2345-6-5LH2","a"
"10","Allexton Surprise Royal","-3-4-5-6-7.2.38.4-4.3.456-478.9LH2","b"
"8","Allhallows Delight Major","-3-45-56-6-2-1.3456-3456.7LH2","b"
"8","Allingham Surprise Major","3-5.4-5-23-4-2345-4-5LH2","a"
"10","Allington Surprise Royal","5-78.4-78-3-4-5-4-5-4-5LH2","a"
"8","Allington Castle Delight Major","34-5.6-56-1-4-5-34-5LH2","a"
"10","Allington Lock Alliance Royal","-3-4-56-6-25-45-5LH2","f"
"10","Alloa Surprise Royal","-3-4-56-6-34-23-6-5-6-5LH2","b"
"8","Alloa Surprise Major","-3-4-56-6-34-23-6-5LH2","b"
"8","Allotment Surprise Major","-3-4-2-6-34-3.2-6.7LH2","d"
"8","Alloway Surprise Major","34-5.4-2-3-2-5.6-56.7LH2","f"
"6","Allt a Bhainne Treble Place Minor","-3-45-2-1-45-5LH4","4z"
"8","Allwood's Delight Major","3-56.4-56-1-2-25-4-5LH2","a"
"12","Alma Little Treble Place Maximus","3.2-1LH2","a"
"8","Almar Surprise Major","-5-4.5-5.36-4-45-236-3LH1","h"
"6","Almondbury Treble Bob Minor","3-34.1-2-1-34-1LH2","2z"
"8","Almondsbury Surprise Major","-3-4-56-6.34-2.5.34-4.5LH2","f"
"12","Alnilam Surprise Maximus","36-7.8-9.50.36.4-270.3-6.9.70-6-9.70.6.70.ELH1","l"
"12","Alnitak Surprise Maximus","36-7.8-9.50.36.4-270.3-6.9.70.6-8.9-8-1LH1","k"
"6","Alnwick Surprise Minor","34-3.4-2-3.4-4.3LH2","e"
"8","Alnwick Surprise Major","34-3.4.56.2.5.36.4-4.5.6-6.5LH2","d"
"8","Alnwick Castle Surprise Major","34-3.4-2-3-2-3.4-4.7LH2","f"
"8","Alobergium Surprise Major","-5-456-2-23-4-45-4-1LH1","mx"
"8","Alone Surprise Major","-3-456-2-3.4-2.5-4-1LH1","mx"
"8","Alopecia Surprise Major","-34-45-56-6-34-3-56-1LH2","e"
"10","Aloxe-Corton Delight Royal","-5-4.5-5.36.2-27.38-4.56.1.58.6.58.1LH1","g"
"10","Aloysius Surprise Royal","-3-4-5-6-27-38.4-34.5.34.78.6.9LH2","b"
"6","Alperton Slow Course Minor","-45.25.3.34.25LH2","2z"
"6","Alperton Alliance Minor","-4-3-4-3LH1","g"
"8","Alperton Surprise Major","-3-6-2-36-4-3-2-1LH1","mx"
